aardvark;mrówkojad
journalling;dziennikiem
journals;czasopisma
journey;podróż
journeyed;journeyed
journeyer;journeyer
journeying;podróżując
journeyman;czeladnik
journeys;przejazdy
joust;potykanie się
jouster;jouster
jousting;potyczki
jousts;jousts
jovial;jowialny
joviality;jowialność
jovially;jovially
jovian;jowiszowy
jowl;podgardle
jowls;policzki
joy;radość
joyed;joyed
joyful;radosny
joyfully;radośnie
joyfulness;wesołość
joyless;niewesoły
joylessness;joylessness
joyous;radosny
joyously;radośnie
joyousness;joyousness
joyride;joyride
joyrider;joyrider
joyriders;joyriders
joyriding;jazda kradzionym pojazdem
joys;radości
joystick;drążek sterowy
joysticks;joysticki
jubilant;uradowany
jubilantly;radośnie
jubilate;tryumfować
jubilation;tryumfowanie
jubilee;jubileusz
jubilees;jubileusze
judaic;żydowski
judaism;judaizm
judas;judasz
judder;warkotać
juddered;juddered
juddering;migotanie
judders;judders
judge;sędzia
judged;osądzony
judgement;osąd
judgemental;osądów
judgements;wyroki
judges;sędziowie
judging;sądząc
judgment;osąd
judgmental;osądów
judgments;wyroki
judicature;sądownictwo
judicial;sądowy
judicially;sądownie
judiciaries;sądownictwo
judiciary;sądownictwo
judicious;rozsądny
judiciously;rozważnie
judo;dżudo
jug;dzbanek
jugged;jugged
juggernaut;juggernaut
juggernauts;juggernautów
juggle;żonglować
juggled;żonglował
juggler;żongler
jugglers;żonglerzy
juggles;juggles
juggling;żonglerka
jugs;dzbanki
jugular;szyjny
juice;sok
juices;soki
juicier;juicier
juiciest;juiciest
juiciness;soczystość
juicy;soczysty
jukebox;szafa grająca
jukeboxes;szafy grające
julep;ulepek
juleps;juleps
july;lipiec
jumble;mieszanina
jumbled;pogmatwany
jumbles;jumbles
jumbo;landara
jump;skok
jumped;skoczył
jumper;skoczek
jumpers;zworki
jumpier;jumpier
jumpiest;jumpiest
jumpiness;nerwowość
jumping;skoki
jumps;skoki
jumpstart;szybki start
jumpstarting;rozpocznij skok
jumpsuit;kombinezon
jumpy;nerwowy
junction;węzeł
junctions;skrzyżowaniach
juncture;połączenie
june;czerwiec
jungle;dżungla
jungles;dżungle
junior;junior
juniority;juniority
juniors;juniorzy
juniper;jałowiec
junk;dżonka
junker;junkier
junket;majówka
junkie;ćpunem
junkies;ćpunów
junkmail;junkmail
junks;junks
junkyard;złomowisko
juno;juno
junta;junta
juntas;juntas
jupiter;jowisz
jurassic;jurajski
juridic;prawnej
juridical;prawniczy
juries;jury
jurisdiction;jurysdykcja
jurisdictional;jurysdykcyjny
jurisdictions;jurysdykcje
jurisprudence;prawoznawstwo
jurisprudential;orzeczniczej
jurist;prawnik
juristic;jurystyczny
jurists;prawnicy
juror;juror
jurors;jurorzy
jury;jury
juryman;przysięgły
jurymen;jurorami
jussive;jussive
just;właśnie
justice;sprawiedliwość
justices;sędziowie
justifiability;zasadności
justifiable;uzasadniony
justifiably;słusznie
justification;usprawiedliwienie
justifications;uzasadnienia
justificatory;usprawiedliwiający
justified;usprawiedliwiony
justifies;usprawiedliwia
justify;uzasadniać
justifying;uzasadniające
justly;sprawiedliwie
justness;słuszność
jut;występ
jute;juta
juts;wystaje
jutted;sterczały
jutting;jutting
juvenile;nieletni
juveniles;nieletnich
juxtapose;zestawić ze sobą
juxtaposed;zestawionych
juxtaposes;zestawia
juxtaposing;zestawiając
juxtaposition;zestawienie
juxtapositions;zestawienia
kaftan;kaftan
kaftans;kaftany
kaiser;kajzer
kalahari;kalahari
kale;jarmuż
kaleidoscope;kalejdoskop
kaleidoscopic;kalejdoskopowy
kalif;kalif
kamikaze;kamikaze
kampala;kampala
kampong;kampong
kangaroo;kangur
kangaroos;kangury
kaolin;kaolin
karakul;karakul
karaoke;karaoke
karate;karate
karma;karma
karst;kras
katydid;katydid
kayak;kajak
kayaks;kajaki
kebab;kebab
kebabs;kebaby
kedgeree;kedgeree
keel;kil
keeled;keeled
keelhaul;keelhaul
keeling;keeling
keels;kile
keen;zapalony
keener;keener
keenest;najbardziej interesującej
keening;keening
keenly;gorąco
keenness;zapał
keep;trzymać
keeper;opiekun
keepers;hodowców
keeping;konserwacja
keeps;utrzymuje
keepsake;pamiątka
keepsakes;pamiątki
keg;beczka
kegs;beczki
kelp;wodorosty morskie
kelpers;kelpers
kelt;celt
kelts;kelts
kelvin;kelwin
ken;rozpoznać
kennedy;kennedy
kennel;psiarnia
kennelled;kennelled
kennels;budy
kent;kent
kentucky;kentucky
kenya;kenia
kenyan;kenijczyk
kept;trzymane
keratin;keratyna
kerb;krawężnik
kerbs;krawężniki
kerbside;krawężnika
kerchief;chustka na głowę
kerned;kerned
kernel;jądro
kernels;jądra
kerning;kerning
kerosene;nafta oczyszczona
kestrel;pustułka
kestrels;pustułki
ketch;kecz
ketchup;keczup
kettle;czajnik
kettleful;kettleful
kettles;kociołki
key;klucz
keyboard;klawiatura
keyboardist;klawiszowiec
keyboards;klawiatury
keyed;wpust
keyhole;dziurka
keyholes;dziurkę od klucza
keying;kluczowanie
keynote;myśl przewodnia
keynotes;keynotes
keypad;klawiatura
keypads;klawiatury
keyring;brelok
keys;klucze
keystone;zwornik
keystones;zworniki
keystroke;klawiszy
keystrokes;klawiszy
keyword;hasło
keywords;słowa kluczowe
khaki;khaki
khalif;khalif
khan;chan
khans;chanów
khoikhoi;khoikhoi
khoisan;khoisan
kibbutz;kibuc
kick;kopnięcie
kickback;odrzutu
kicked;wyrzucony
kicker;kicker
kicking;kopanie
kicks;rzuty
kickstart;kickstart
kickstarted;pomogła rozpocząć
kickstarting;kickstarting
kickstarts;kickstarts
kid;dziecko
kidded;miały potomstwo
kiddie;dla dzieciaków
kidding;żartuję
kidnap;porwać kogoś
kidnapped;porwany
kidnapper;porywacz
kidnappers;porywacze
kidnapping;porwanie
kidnappings;porwania
kidnaps;porywa
kidney;nerka
kidneys;nerki
kidneyshaped;w kształcie nerki
kids;dzieci
kiev;kijów
kill;zabić
killed;zabity
killer;zabójca
killers;killers
killing;zabicie
killings;zabójstwa
killjoy;człowiek psujący zabawę
killjoys;killjoys
kills;zabija
kiln;suszarnia
kilns;piece
kilo;kilogram
kilobits;kilobitów
kilobyte;kilobajt
kilobytes;kilobajtów
kilohertz;kiloherc
kilojoules;kilodżuli
kilometre;kilometr
kilometres;km
kiloton;kiloton
kilotons;kiloton
kilovolt;kilowoltów
kilowatt;kilowat
kilowatts;kilowatów
kilt;plisować
kilted;kilted
kilter;należyty stan
kilts;kilty
kimono;kimono
kin;krewni
kina;kina
kinase;kinaza
kind;uprzejmy
kinder;kinder
kindergarten;przedszkole
kindergartens;przedszkola
kindest;najmilszy
kindhearted;kindhearted
kindheartedness;kindheartedness
kindle;rozpalać
kindled;rozniecanie
kindles;roznieca
kindlier;kindlier
kindliest;kindliest
kindliness;dobroć
kindling;podpałka
kindly;uprzejmie
kindness;życzliwość
kindnesses;życzliwości
kindred;krewni
kinds;rodzaje
kinematic;kinematyczny
kinematics;kinematyka
kinetic;kinetyczny
kinetically;kinetycznie
kinetics;kinetyka
kinfolk;kinfolk
king;król
kingdom;królestwo
kingdoms;królestwa
kingfisher;zimorodek
kingfishers;zimorodki
kingly;królewski
kingpin;kingpin
kings;królowie
kingship;panowanie
kingsize;duży rozmiar
kingsized;kingsized
kink;skręt
kinked;zagięty
kinks;załamań
kinky;perwersyjne
kinsfolk;rodzeństwo
kinshasa;kinszasa
kinship;pokrewieństwo
kinsman;pobratymiec
kinsmen;krewni
kinswoman;krewna
kiosk;kiosk
kiosks;kioski
kipper;facet
kippers;śledzie
kirk;kościół
kismet;przeznaczenie
kiss;pocałunek
kissed;kissed
kisser;całujesz
kisses;pocałunki
kissing;całowanie
kit;zestaw
kitbag;torba na przybory
kitbags;kitbags
kitchen;kuchnia
kitchenette;aneks kuchenny
kitchens;kuchnie
kitchenware;sprzęt kuchenny
kite;latawiec
kites;latawce
kith;kith
kits;zestawy
kitsch;kicz
kitted;wyposażyć
kitten;kotek
kittenish;zalotny
kittens;kocięta
kitting;kitting
kittiwakes;kittiwakes
kitty;koteczek
kiwi;kiwi
kiwis;kiwi
klaxon;klakson
klaxons;klaxons
kleptomania;kleptomania
kleptomaniac;kleptoman
kleptomaniacs;kleptomaniacs
klick;kliknij
kloof;wąwóz
knack;dryg
knacker;oprawca
knackers;knackers
knacks;talenty
knapsack;plecak
knapsacks;plecaki
knave;kanalia
knavery;łotrostwo
knaves;obwiesie
knavish;łotrowski
knead;ugniatać
kneaded;ugniata
kneading;ugniatanie
kneads;kneads
knee;kolano
kneecap;rzepka
kneecaps;kneecaps
kneed;kneed
kneedeep;kneedeep
kneel;klęczeć
kneeled;uklęknął
kneeler;klęcznika
kneeling;klęczący
kneels;klęczy
knees;kolana
knell;podzwonne
knelt;ukląkł
knesset;kneset
knew;wiedział
knickers;majtki po kolana
knife;nóż
knifed;nożem
knifepoint;knifepoint
knifes;noże
knifing;złożenia się zestawu
knight;rycerz
knighted;szlachecki
knighthood;rycerstwo
knighthoods;rycerskie
knightly;rycerski
knights;rycerze
knit;robić na drutach
knits;dzianiny
knitted;trykotowy
knitter;dziewiarka
knitters;tkaczy
knitting;robienie na drutach
knitwear;dzianina
knives;noże
knob;pokrętło
knobbly;knobbly
knobs;pokrętła
knock;pukanie
knocked;zapukał
knocker;kołatka
knockers;kołatki
knocking;pukanie
knockings;knockings
knockout;nokaut
knocks;puka
knoll;pagórek
knolls;pagórki
knot;węzeł
knots;węzły
knotted;wiązane
knottier;knottier
knottiest;knottiest
knotting;knotting
knotty;sękaty
know;wiedzieć
knowable;poznawalne
knowhow;know-how
knowing;porozumiewawczy
knowingly;świadomie
knowledge;wiedza, umiejętności
knowledgeable;bywały
knowledgeably;knowledgeably
known;znany
knows;wie
knuckle;golonka
knuckled;knuckled
knuckleduster;kastet
knuckledusters;kastety
knuckles;kostki
knuckling;knuckling
koala;koala
koalas;koale
kongo;kongo
kookaburra;kookaburra
koran;koran
korea;korea
korean;koreański
koreans;koreańczycy
kosher;koszerny
kraal;kraal
kraals;kraals
kraft;kraft
kremlin;kreml
kriegspiel;kriegspiel
krill;kryl
krypton;krypton
kudu;kudu
kudus;kudus
kungfu;kungfu
kuwait;kuwejt
kwacha;kwacha
kwachas;kwacha
laager;laager
lab;laboratorium
label;etykieta
labelled;oznakowane
labelling;etykietowanie
labellings;labellings
labels;etykiety
labia;wargi sromowe
labial;wargowy
labials;labials
labile;nietrwały
labium;labium
laboratories;laboratoria
laboratory;laboratorium
laborious;pracochłonny
laboriously;mozolnie
laboriousness;pracochłonność
labour;rodzić
laboured;pracował
labourer;robotnik
labourers;robotnicy
labouring;labouring
labourintensive;pracochłonne
labours;trud
laboursaving;laboursaving
labs;urzędy
laburnum;złotokap
labyrinth;labirynt
labyrinthine;labiryntowy
labyrinths;labirynty
lace;sznurówka
laced;sznurowane
lacerate;rozszarpać
lacerated;uszkadzana
lacerating;szarpiący
laceration;skaleczenie
lacerations;rany szarpane
laces;sznurowadła
lacework;koronki
laches;zaniedbanie
lachrymal;łzowy
lachrymose;łzawy
lacier;lacier
lacing;sznurowanie
lacings;przewiązek
lack;brak
lackadaisical;mdły
lacked;brakowało
lackey;lokaj
lackeys;lokaje
lacking;brakuje
lacklustre;lśniący
lacks;brakuje
laconic;lakoniczny
laconically;lakonicznie
lacquer;lakier
lacquered;lakierowane
lacquers;lakiery
lacrosse;rodzaj gry w hokeja
lacs;lacs
lactate;mleczan
lactation;laktacja
lacteal;mleczny
lactic;mlekowy
lactose;laktoza
lacuna;luka
lacunae;luki
lacunas;lukach
lacy;koronkowy
lad;chłopak
ladder;drabina
laddered;laddered
ladders;drabiny
laddie;chłopak
laddies;laddies
lade;ładować
laden;obciążony
ladies;damski
lading;fracht
ladle;chochla
ladled;ladled
ladles;kadzie
ladling;czerpania
lads;chłopcy
lady;dama
ladybird;biedronka
ladybirds;biedronki
ladybug;biedronka
ladylike;wytworny
ladyship;jaśnie pani
ladyships;ladyships
lag;opóźnienie
lager;lager
lagers;piw
laggard;spóźnialski
laggards;maruderów
lagged;opóźnionymi
lagging;otulina
lagoon;laguna
lagoons;laguny
lagos;lagos
lags;lgd
lagune;lagune
laid;ustanowione
lain;rozpostarty
lair;leże
laird;dziedzic
lairds;lairds
lairs;legowisk
laissezfaire;leseferyzm
laity;laicy
lake;jezioro
lakes;jezior
lakeside;lakeside
lam;chłostać
lama;lama
lamas;lamowie
lamb;owieczka
lambasted;lambasted
lambasting;pokrzykiwaniem
lambda;lambda
lambent;błyskotliwy
lambing;lambing
lambs;jagnięta
lambskin;jagnię
lambswool;lambswool
lame;kulawy
lamed;lamed
lamely;nieprzekonująco
lameness;kalectwo
lament;lament
lamentable;opłakany
lamentably;żałośnie
lamentation;lament
lamentations;biadolenie
lamented;ubolewał
lamenter;lamenter
lamenting;opłakiwanie
laments;lamenty
lamest;lamest
lamina;blaszka
laminar;warstwowy
laminate;laminat
laminated;płytkowy
laminates;laminaty
lamination;laminowanie
lamp;lampa
lamplight;światło lampy
lamplighter;latarnik
lamplit;oświetlony
lampoon;paszkwil
lampooned;lampooned
lampoonery;lampoonery
lampooning;lampooning
lampoons;paszkwile
lamppost;słup latarni ulicznej
lampposts;latarniach
lamprey;minóg morski
lampreys;minogi
lamps;lampy
lampshade;klosz
lampshades;abażury
lance;lanca
lanced;przeszył
lancelot;lancelot
lancer;ułan
lancers;ułani
lances;lance
lancet;lancet
lancets;lancety
lancing;nakłucia
land;wylądować
landed;wylądował
lander;lądownik
landfall;lądowanie
landfill;składowisko
landform;ukształtowanie terenu
landforms;landforms
landholders;ziemscy
landholding;ziemskiej
landholdings;ziemskich
landing;lądowanie
landings;podesty
landladies;zadbają
landlady;gospodyni
landless;bezrolny
landlines;stacjonarne
landlocked;otoczony lądem
landlord;gospodarz
landlords;właściciele
landman;landman
landmark;element krajobrazu
landmarks;punkty orientacyjne
landmass;ląd
landmine;landmine
landowner;właściciel ziemski
landowners;ziemianie
landowning;ziemiańskiej
lands;ziemie
landscape;krajobraz
landscaped;krajobrazowy
landscapes;krajobrazy
landscaping;krajobrazu
landside;lądu
landslide;osuwisko
landslides;osuwiska
landslip;obsunięcie się ziemi
landslips;lawin
landward;lądu
lane;pas ruchu
lanes;pasy
language;język
languages;języki
languid;ospały
languidly;leniwie
languish;pokutować
languished;languished
languishes;marnieje
languishing;słaby
languor;ospałość
languorous;ospały
languorously;leniwie
lank;chudy
lankier;lankier
lankiest;lankiest
lanky;chudy
lanolin;lanolina
lantern;latarnia
lanterns;latarnie
lanyard;smycz na klucze
laos;laos
lap;podołek
lapdog;piesek salonowy
lapdogs;lapdogs
lapel;klapa
lapels;klapy
lapful;lapful
lapidary;lapidarny
lapland;laponia
lapp;lapoński
lapped;docierane
lapping;docieranie
laps;okrążenia
lapse;pomyłka
lapsed;upadły
lapses;zaniki
lapsing;nieważność
laptop;laptop
laptops;laptopy
lapwing;czajka
lapwings;czajki
larceny;kradzież
larch;modrzew
larches;modrzewie
lard;smalec
larder;spiżarnia
larders;spiżarniach
lards;lards
large;duży
largely;w dużej mierze
largeness;wielkość
larger;większe
largest;największa
largish;largish
largo;largo
lark;skowronek
larking;larking
larks;skowronki
larva;larwa
larvae;larwy
larval;larwalny
laryngeal;krtani
laryngitis;zapalenie krtani
larynx;krtań
larynxes;larynxes
las;las
lasagne;lazania
lascivious;lubieżny
lasciviously;lubieżnie
lasciviousness;rozpusta
lase;lase
laser;laser
lasers;lasery
lash;bicz
lashed;lashed
lashers;lashers
lashes;rzęsy
lashing;biczowanie
lashings;masa
lasing;akcji laserowej
lass;dziewczyna
lasses;dziewczęta
lassie;makolągwa
lassies;lassies
lassitude;znużenie
lasso;lasso
lassoed;lassoed
lassoing;złapanie w lasso
last;ostatni, ubiegły, zeszły
lasted;trwało
lasting;trwały
lastly;w końcu
lasts;trwa
latch;zatrzask
latched;zatrzaśnięta
latches;zatrzaski
latching;zatrzaskowe
late;późno
latecomer;stosunkowo późno
latecomers;spóźnialskich
lately;ostatnio
latencies;opóźnienia
latency;czas oczekiwania
lateness;spóźnienie
latent;utajony
later;później
lateral;boczny
lateralisation;lateralizacja
laterally;bocznie
laterals;przykanalików
latest;najnowszy
latex;lateks
lath;listwa
lathe;tokarka
lather;piana
lathered;lathered
lathers;pieni
lathes;tokarki
laths;listwy
latices;lateksy
latin;łacina
latino;latino
latitude;szerokość
latitudes;strefa
latitudinal;równoleżnikowe
latrine;latryna
latrines;latryny
latter;końcowy
lattice;krata
latticed;poszatkowana
lattices;gratki
latvia;łotwa
latvian;łotewski
laud;chwalić
laudable;chwalebny
laudatory;pochwalny
lauded;chwalony
